IDENTIFICADOR,NOMBRE_OBRA,BLOQUE_MUNDIAL,CLAVE_EJE,NOMBRE_EJE,PROGRAMA,CLAVE_PROGRAMA,DG,ORIGEN DEL COMPROMISO,YEAR,FECHA ACTUALIZACION,USUARIO ACTUALIZACION,FECHA INAUGURACION,MOTIVO CANCELACION,ESTATUS,AVANCE REAL,RESPONSABLE_DG,TIPO,SUPERFICIE_M2,MATERIAL,OBSERVACIONES,SEGUIMIENTO,geom,URL DE GOOGLE MAPS,CALLE/DOMICILIO,ALCALDIA,COLONIA,clave_unica,id,estatus_registro,motivo_baja,observaciones_baja,fecha_baja,usuario_baja,creado_por,fecha_creacion
195,195 PILARES LA MUELA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-20 01:21:17.737,admin,2026-04-05,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL 7,1750.0,PASTO SINTETICO,,DGPEST,0101000020E610000073BA2C2636C958C0888384285F883340,https://maps.app.goo.gl/pPKQSyCn79k5FxoZA,"VIRGINIA FÁBREGAS, ARBOLILLO II, GUSTAVO A. MADERO, 07420 CIUDAD DE MÉXICO, CDMX",GUSTAVO A. MADERO,ARBOLILLO II,PLATSOBSE_DGCOP_BALON_BARRIO_195_PILARES_LA_MUELA_195,2606,ACTIVO,,,,,,
197,197 PILARES CHALMA DE GUADALUPE,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-20 01:21:35.563,admin,2026-03-29,,INAUGURADA,100.0,PAULA LOPEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E61000003D9B559FABC958C0D34A21904B8C3340,https://maps.app.goo.gl/bHzNuhcdBsbBjHkt5,MORELOS S/N,GUSTAVO A. MADERO,CHALMA DE GUADALUPE,PLATSOBSE_DGCOP_BALON_BARRIO_197_PILARES_CHALMA_DE_GUADALUPE_197,2607,ACTIVO,,,,,,
199,199 PILARES EL VIVERO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-20 01:21:53.325,admin,2026-04-05,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL 11,4050.0,PASTO SINTETICO,,DGPEST,0101000020E61000000EBE30992AC858C0957D5704FF8F3340,https://maps.app.goo.gl/upMnJ3uit8mofzVw5,BLANCA ESTELA PAVON S/N,GUSTAVO A. MADERO,CUAUTEPEC,PLATSOBSE_DGCOP_BALON_BARRIO_199_PILARES_EL_VIVERO_199,2608,ACTIVO,,,,,,
200,200 PILARES TOKIO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-20 01:22:23.802,admin,2026-04-02,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL 7,1750.0,PASTO SINTETICO,,DGPEST,0101000020E610000046425BCEA5C858C07E39B35DA1933340,https://maps.app.goo.gl/vReZ4nydvUsaAXoMA,AV. TOKIO S/N,GUSTAVO A. MADERO,MALACATES,PLATSOBSE_DGCOP_BALON_BARRIO_200_PILARES_TOKIO_200,2609,ACTIVO,,,,,,
211,211 UTOPIA MIXHUCA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-20 16:55:27.427,admin,2026-03-22,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL 11,4050.0,PASTO SINTETICO,PRESUPUESTO UTOPIAS,DGPEST,0101000020E6100000CB2DAD86C4C558C09B745B2217683340,https://maps.app.goo.gl/R1QQ3oogxBna26HFA,"Viad. Río de la Piedad S/N-Puerta 6, Granjas México, Iztacalco, 08400 Ciudad de México, CDMX",IZTACALCO,GRANJAS MEXICO,PLATSOBSE_DGCOP_BALON_BARRIO_211_UTOPIA_MIXHUCA_211,2610,ACTIVO,,,,,,
172,172 CANCHA DEL PARQUE LA TORRE,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-20 01:14:55.820,admin,2026-04-01,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL 7,1750.0,PASTO SINTETICO,LA ALCALDIA INTERVENDRA LA CANCHA,DGPEST,0101000020E6100000083BDFFBE8CC58C0BBCE9A53027F3340,https://maps.app.goo.gl/svipTiVRT5CcRJ2N8,"Athletic Field, Pdte Madero, 02420 Ciudad de México, CDMX",AZCAPOTZALCO,EL PRESIDENTE,PLATSOBSE_DGCOP_BALON_BARRIO_172_CANCHA_DEL_PARQUE_LA_TORRE_172,2603,ACTIVO,,,,,,
09DJN0519R,GABINO A. PALMA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:29:01.854,actualizacion_dgcop,,,TERMINADO,100.0,PAULA LOPEZ,PREESCOLAR,,,,DGCOP,0101000020E6100000ACE122F774D458C0522CB7B41A5A3340,https://maps.app.goo.gl/488ZR1hMT6jCxjZr8,CONCORDIA,CUAJIMALPA DE MORELOS,SAN PABLO CHIMALPA (PBLO),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GABINO_A_PALMA_09DJN0519R_09DJN0519R,2930,ACTIVO,,,,,,
68,MINILLAS,,ECONOMIA,OBRAS QUE TRANSFORMAN LA ECONOMIA LOCAL Y FOMENTAN EL EMPLEO,MANTENIMIENTO A MERCADOS PUBLICOS,MTTO_MERCADOS,DGCOP,GABINETE,2025,2026-06-10 17:49:59.014,actualizacion_dgcop,,,EN PROCESO,92.65,PAULA LOPEZ,MERCADO,,,,DGCOP,0101000020E610000044DE72F563C758C0753FA7203F733340,https://maps.app.goo.gl/EMD9jkEc3SJq1CGy5,AV. CANAL DEL NTE.,VENUSTIANO CARRANZA,5TO TRAMO DE 20 DE NOVIEMBRE,PLATSOBSE_DGCOP_MTTO_MERCADOS_MINILLAS_68,3440,ACTIVO,,,,,,
212,212 UTOPIA MIXHUCA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-20 16:55:33.747,admin,2026-03-22,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL 11,4050.0,PASTO SINTETICO,PRESUPUESTO UTOPIAS,DGPEST,0101000020E610000039D1AE42CAC558C025CFF57D38683340,https://maps.app.goo.gl/DJYUf4Vg7pL8WeRH6,"Viad. Río de la Piedad S/N-Puerta 6, Granjas México, Iztacalco, 08400 Ciudad de México, CDMX",IZTACALCO,GRANJAS MEXICO,PLATSOBSE_DGCOP_BALON_BARRIO_212_UTOPIA_MIXHUCA_212,2611,ACTIVO,,,,,,
221,221 CANCHAS DE LA 245,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,2026-05-20 16:56:00.302,admin,2026-03-30,,INAUGURADA,100.0,PAULA LOPEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E61000007FF6234564C458C0F5BC1B0B0A673340,https://maps.app.goo.gl/xGjBGCFCUNpWCGWa9,"C. OTE. 245 97, AGRÍCOLA ORIENTAL, IZTACALCO, 08500 CIUDAD DE MÉXICO, CDMX",IZTACALCO,AGRICOLA ORIENTAL,PLATSOBSE_DGOT_BALON_BARRIO_221_CANCHAS_DE_LA_245_221,2612,ACTIVO,,,,,,
222,222 PILARES AGRICOLA PANTITLAN (TLALOC),13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,2026-05-20 16:56:11.739,admin,2026-04-01,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E610000032C9C859D8C358C0B03C484F916B3340,https://maps.app.goo.gl/YUEbYNWNLSSNA85g7,"CALLE 5 NO. 425, ENTRE CALLE PROSPERIDAD Y EJE 4 ORIENTE CANAL",IZTACALCO,AGRICOLA PANTITLAN,PLATSOBSE_DGOT_BALON_BARRIO_222_PILARES_AGRICOLA_PANTITLAN_TLALOC_222,2613,ACTIVO,,,,,,
249,249 PARQUE MIME FAISAL,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,2026-05-20 16:47:59.218,admin,2026-04-05,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL 7,1750.0,PASTO SINTETICO,,DGPEST,0101000020E6100000622D3E05C0C458C09F2287889B733340,https://maps.app.goo.gl/rSU44PbRjoQAV94z7,"1a. 585 3, San Juan de Aragón III Secc, Gustavo A. Madero, 07970 Ciudad de México, CDMX",GUSTAVO A. MADERO,SAN JUAN DE ARAGON,PLATSOBSE_DGOT_BALON_BARRIO_249_PARQUE_MIME_FAISAL_249,2626,ACTIVO,,,,,,
256,256 LIGA FUT-5 LA RETA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,2026-05-20 16:49:34.982,admin,2026-04-05,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E61000003ACC971760C558C08CF7E3F6CB733340,https://maps.app.goo.gl/fJoXhv3agLMAzcDw5,"AV 559, AV. 561 SN, GUSTAVO A. MADERO, 07969 CDMX",GUSTAVO A. MADERO,SAN JUAN DE ARAGON 2A SECCION (U HAB) I,PLATSOBSE_DGOT_BALON_BARRIO_256_LIGA_FUT_5_LA_RETA_256,2628,ACTIVO,,,,,,
257,257 CANCHA NORTE 94,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,2026-05-20 16:50:12.961,admin,2026-03-31,,INAUGURADA,100.0,PAULA LOPEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E61000006DE2E47E87C658C0CB68E4F38A733340,https://maps.app.goo.gl/MdtA3JSdKDz2PzQVA,"NTE 94 4218, LA MALINCHE, GUSTAVO A. MADERO, 07899 CIUDAD DE MÉXICO, CDMX",GUSTAVO A. MADERO,EX ESCUELA DE TIRO,PLATSOBSE_DGOT_BALON_BARRIO_257_CANCHA_NORTE_94_257,2629,ACTIVO,,,,,,
264,264 PILARES SANTA MARIA AZTAHUACAN (GUELATAO),13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-20 17:01:32.595,admin,2026-03-18,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL 7,1750.0,CONCRETO,,DGPEST,0101000020E6100000BFD4CF9B8AC258C0DC645419C65D3340,https://maps.app.goo.gl/tXWG4m6hev2EnhgN8,XICOTENCATL 5-26,IZTAPALAPA,SANTA MARIA AZTAHUACAN,PLATSOBSE_DGPEST_BALON_BARRIO_264_PILARES_SANTA_MARIA_AZTAHUACAN_GUELATAO_264,2632,ACTIVO,,,,,,
263,263 PILARES SANTA MARIA AZTAHUACAN (GUELATAO),13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-20 17:01:43.344,admin,2026-03-18,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL 7,1750.0,CONCRETO,,DGPEST,0101000020E61000008351499D80C258C03C33C170AE5D3340,https://maps.app.goo.gl/TRWGMVHvD9AcGWuUA,XICOTENCATL 5-26,IZTAPALAPA,SANTA MARIA AZTAHUACAN,PLATSOBSE_DGPEST_BALON_BARRIO_263_PILARES_SANTA_MARIA_AZTAHUACAN_GUELATAO_263,2631,ACTIVO,,,,,,
262,262 PILARES SANTA MARIA AZTAHUACAN (GUELATAO),13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-20 17:01:53.365,admin,2026-03-18,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL 7,1750.0,CONCRETO,,DGPEST,0101000020E6100000B1506B9A77C258C0C3499A3FA65D3340,https://maps.app.goo.gl/wPRidqa7kzmRiHpX6,XICOTENCATL 5-26,IZTAPALAPA,SANTA MARIA AZTAHUACAN,PLATSOBSE_DGPEST_BALON_BARRIO_262_PILARES_SANTA_MARIA_AZTAHUACAN_GUELATAO_262,2630,ACTIVO,,,,,,
271,271 PARQUE HEROES DE CHURUBUSCO/IZT,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,,,,,INAUGURADA,100.0,PAULA LOPEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E61000003EEDF0D764C758C036583849F35B3340,https://maps.app.goo.gl/pxD238J5AR6G98Ei8,"Jorge Enciso 1656, Héroes de Churubusco, Iztapalapa, 09099 Ciudad de México, CDMX",IZTAPALAPA,HEROES DE CHURUBUSCO,PLATSOBSE_DGPEST_BALON_BARRIO_271_PARQUE_HEROES_DE_CHURUBUSCO_IZT_271,2636,ACTIVO,,,,,,
294,"294 MODULO DEPORTIVO ""ZACAPA""",13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-20 01:12:52.646,admin,2026-04-01,,INAUGURADA,100.0,PAULA LOPEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E6100000D942908312C658C0F8F9EFC16B3F3340,https://maps.app.goo.gl/SK7tcKnLQ2VLV9NVA,"ESQ. NUEVA CARRETERA XOCHIMILCO-TULYEHUALCO, ZACAPA, LOMAS DE TONALCO, 16410 CIUDAD DE MÉXICO, CDMX",XOCHIMILCO,PUEBLO SANTA MARÍA NATIVITAS,PLATSOBSE_DGPEST_BALON_BARRIO_294_MODULO_DEPORTIVO_ZACAPA_294,2642,ACTIVO,,,,,,
293,293 DEPORTIVO COMUNITARIO AHUALPA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-20 01:13:07.915,admin,2026-04-01,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E61000000D897B2C7DC458C0A185048C2E3F3340,https://maps.app.goo.gl/Q2ocjsYsksLv99PT9,"C. AHUALAPA 41, SANTA CRUZ ACALPIXCA, XOCHIMILCO, 16533 CIUDAD DE MÉXICO, CDMX",XOCHIMILCO,BARRIO AHUALAPA,PLATSOBSE_DGPEST_BALON_BARRIO_293_DEPORTIVO_COMUNITARIO_AHUALPA_293,2641,ACTIVO,,,,,,
292,292 DEPORTIVO SAN LUCAS XOCHIMANCA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-20 01:13:23.118,admin,2026-02-27,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL 11,4050.0,TIERRA,,DGPEST,0101000020E6100000E197FA7953C758C067994528B63E3340,https://maps.app.goo.gl/aUgUNKzV1MMRBNt8A,"AV ACUEDUCTO &, CAMINO ANTIGUO A SAN LUCAS ESQUINA, SAN LUCAS XOCHIMANCA, XOCHIMILCO, 16300 CIUDAD DE MÉXICO, CDMX",XOCHIMILCO,SAN LUCAS XOCHIMANCA,PLATSOBSE_DGPEST_BALON_BARRIO_292_DEPORTIVO_SAN_LUCAS_XOCHIMANCA_292,2640,ACTIVO,,,,,,
291,291 DEPORTIVO SAN LUCAS XOCHIMANCA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-20 01:13:30.642,admin,2026-02-27,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E6100000E59B6D6E4CC758C0C18D942D923E3340,https://maps.app.goo.gl/HwjNRFMJTZVs9m7p9,"AV. ACUEDUCTO 882, SAN LUCAS XOCHIMANCA, XOCHIMILCO, 16300 CIUDAD DE MÉXICO, CDMX",XOCHIMILCO,SAN LUCAS XOCHIMANCA,PLATSOBSE_DGPEST_BALON_BARRIO_291_DEPORTIVO_SAN_LUCAS_XOCHIMANCA_291,2639,ACTIVO,,,,,,
1,HOSPITAL DE POLICIAS (DEMOLICIONES Y REHUBICACION DE OFICINAS),,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,OBRAS ADICIONALES,OBRAS_ADIC,DGCOP,OBRAS EN GENERAL,2025,2026-06-10 17:20:12.365,actualizacion_dgcop,,,EN PROCESO,76.96,PAULA LOPEZ,HOSPITAL DE POLICIA,,,,DGCOP,0101000020E610000042EE224C51C758C087FC3383F86C3340,https://maps.app.goo.gl/5RuYz49kQAWn5Etb8,CECILIO ROBELO,VENUSTIANO CARRANZA,EL PARQUE,PLATSOBSE_DGCOP_OBRAS_ADIC_HOSPITAL_DE_POLICIAS_DEMOLICIONES_Y_REHUBICACION_DE_OFICINAS_1,3208,ACTIVO,,,,,,
300,300 PARQUE ING. ALBERTO AARON PEREZ,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-20 16:53:28.412,admin,2026-04-01,,INAUGURADA,100.0,PAULA LOPEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E610000016A4198BA6C558C084F4143944543340,https://maps.app.goo.gl/r4H1AwyK31o4Lgtb7,"Montes Cipreces 6, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX",IZTAPALAPA,SAN JUAN XALPA,PLATSOBSE_DGPEST_BALON_BARRIO_300_PARQUE_ING_ALBERTO_AARON_PEREZ_300,2645,ACTIVO,,,,,,
513,513 P. ALEGRIA CAMELLON EJE 4 ORIENTE,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-20 16:57:35.032,admin,2026-01-22,,INAUGURADA,100.0,PAULA LOPEZ,MULTICANCHA,,CONCRETO,,DGPEST,0101000020E6100000BF901F3BB9C458C0D74BF84AC5693340,https://maps.app.goo.gl/HkiRu3Chu9oC5ThL7,"""TODOS SOMOS Vóleibol"", Priv. de Río Churubusco, Agrícola Pantitlán, Iztacalco, 08100 Ciudad de México, CDMX",IZTACALCO,AGRICOLA PANTITLAN,PLATSOBSE_DGSUS_BALON_BARRIO_513_P_ALEGRIA_CAMELLON_EJE_4_ORIENTE_513,2646,ACTIVO,,,,,,
272,272 CANCHA AV. AMACUZAC 743,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-20 16:59:14.331,admin,2026-03-31,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E6100000CE3637A627C858C02FE065868D5E3340,https://maps.app.goo.gl/pGcThXVf6QK8d3AM8,"CALLE AMACUZAC, EMILIANO CARRANZA Y MUNICIPIO LIBRE",IZTAPALAPA,EL RETONO,PLATSOBSE_DGPEST_BALON_BARRIO_272_CANCHA_AV_AMACUZAC_743_272,2637,ACTIVO,,,,,,
269,269 CANCHA PARQUE CHINAMPAS,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-20 17:00:26.418,admin,2026-04-05,,INAUGURADA,100.0,PAULA LOPEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E610000097FF907EFBC258C00DDFC2BAF1523340,https://maps.app.goo.gl/xkB5KWFVvTFVVvsFA,"MANUEL CAÑAS S/N, MIXCOATL, IZTAPALAPA, 09708 CIUDAD DE MÉXICO, CDMX",IZTAPALAPA,MIXCOATL,PLATSOBSE_DGPEST_BALON_BARRIO_269_CANCHA_PARQUE_CHINAMPAS_269,2633,ACTIVO,,,,,,
268,268 CANCHA QUETZALCOATL,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-20 17:00:41.364,admin,2026-04-05,,INAUGURADA,100.0,PAULA LOPEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E6100000145E82531FC358C019219793AB533340,https://maps.app.goo.gl/oHeocV6r7RajCTAKA,"Esq. Aztecas, C. Villa Franqueza, Mixcoatl, Iztapalapa, 09708 Ciudad de México, CDMX",IZTAPALAPA,MIXCOTAL,PLATSOBSE_DGPEST_BALON_BARRIO_268_CANCHA_QUETZALCOATL_268,2634,ACTIVO,,,,,,
93,93 CENTRO SOCIAL Y DEPORTIVO SUR 20,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-13 20:24:14.836,actualizacion_dgpest,2026-04-06,,INAUGURADA,100.0,PAULA LOPEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E6100000645DDC4603C458C03FA7203F1B653340,https://maps.app.goo.gl/edzfU7rhTZB2rJnF7,"OTE. 257, AGRÍCOLA ORIENTAL, IZTACALCO, 08500 CIUDAD DE MÉXICO, CDMX",IZTACALCO,AGRICOLA ORIENTAL,PLATSOBSE_DGSUS_BALON_BARRIO_93_CENTRO_SOCIAL_Y_DEPORTIVO_SUR_20_93,2652,ACTIVO,,,,,,
94,94 CENTRO SOCIAL Y DEPORTIVO SUR 20,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-13 20:25:02.717,actualizacion_dgpest,2026-04-06,,INAUGURADA,100.0,PAULA LOPEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E61000000B46257502C458C060CAC0012D653340,https://maps.app.goo.gl/sz53RVmnvE82KXE98,"OTE. 257, AGRÍCOLA ORIENTAL, IZTACALCO, 08500 CIUDAD DE MÉXICO, CDMX",IZTACALCO,AGRICOLA ORIENTAL,PLATSOBSE_DGSUS_BALON_BARRIO_94_CENTRO_SOCIAL_Y_DEPORTIVO_SUR_20_94,2653,ACTIVO,,,,,,
95,95 CENTRO SOCIAL Y DEPORTIVO SUR 20,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-13 20:25:16.798,actualizacion_dgpest,2026-04-06,,INAUGURADA,100.0,RODOLFO GONZALES,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E6100000042159C004C458C0605628D2FD643340,https://maps.app.goo.gl/jA5CtoJ8SqT5Lfx4A,"OTE. 257, AGRÍCOLA ORIENTAL, IZTACALCO, 08500 CIUDAD DE MÉXICO, CDMX",IZTACALCO,AGRICOLA ORIENTAL,PLATSOBSE_DGSUS_BALON_BARRIO_95_CENTRO_SOCIAL_Y_DEPORTIVO_SUR_20_95,2655,ACTIVO,,,,,,
51,51 DEPORTIVO VILLA MILPA ALTA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,RODOLFO GONZALES,FUTBOL 11,4050.0,PASTO NATURAL,,DGPEST,0101000020E61000005DC47762D6C158C0007157AF22333340,https://maps.app.goo.gl/MQio64j3tXSLjJTT9,"Av. Tlaxaca s/n Barrio, Santa Martha, 12000 Villa Milpa Alta, CDMX",MILPA ALTA,VILLA MILPA ALTA (PBLO),PLATSOBSE_DGOIV_BALON_BARRIO_51_DEPORTIVO_VILLA_MILPA_ALTA_51,2659,ACTIVO,,,,,,
298,298 CJON LOS PATOS (ZACAPA),13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-22 23:19:33.439,actualizacion_dgpest,2026-04-16,,INAUGURADA,100.0,RODOLFO GONZALES,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E6100000AB09A2EE03C658C02FC1A90F243F3340,https://maps.app.goo.gl/BrNUqHoKLbDduW5u5,"Santa María Nativitas, Xochimilco, 16450 Ciudad de México, CDMX",XOCHIMILCO,SANTA MARIA NATIVITAS,PLATSOBSE_DGPEST_BALON_BARRIO_298_CJON_LOS_PATOS_ZACAPA_298,2651,ACTIVO,,,,,,
16,16 PILARES LA COMUNA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,RODOLFO GONZALES,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E610000096B20C71ACCD58C08657923CD75F3340,https://maps.app.goo.gl/5iHBk895sn2Pfon78,RICARDO FLORES MAGON S/N,ÁLVARO OBREGÓN,OLIVAR DEL CONDE 2A SECCION,PLATSOBSE_DGOIV_BALON_BARRIO_16_PILARES_LA_COMUNA_16,2648,ACTIVO,,,,,,
