IDENTIFICADOR,NOMBRE_OBRA,BLOQUE_MUNDIAL,CLAVE_EJE,NOMBRE_EJE,PROGRAMA,CLAVE_PROGRAMA,DG,ORIGEN DEL COMPROMISO,YEAR,FECHA ACTUALIZACION,USUARIO ACTUALIZACION,FECHA INAUGURACION,MOTIVO CANCELACION,ESTATUS,AVANCE REAL,RESPONSABLE_DG,TIPO,SUPERFICIE_M2,MATERIAL,OBSERVACIONES,SEGUIMIENTO,geom,URL DE GOOGLE MAPS,CALLE/DOMICILIO,ALCALDIA,COLONIA,clave_unica,id,estatus_registro,motivo_baja,observaciones_baja,fecha_baja,usuario_baja,creado_por,fecha_creacion
09DJN0705M,BERTHA DOMINGUEZ,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,TERRITORIOS DE PAZ,2025,2026-06-10 20:59:50.586,actualizacion_ilife,,,EN PROCESO,99.99,JUAN HERNANDEZ,PREESCOLAR,,,,ILIFE,0101000020E6100000F84C51B04EC858C0C0C28E388D713340,"https://www.google.com/maps/place/Jardin+de+ni%C3%B1os+Bertha+Dominguez/@19.4434763,-99.1297317,20.75z/data=!4m6!3m5!1s0x85d1f930c5e754ad:0xc77014b58c2c9d94!8m2!3d19.4435201!4d-99.1297811!16s%2Fg%2F11g026rw6b?entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw",TENOCHTITLAN 77,CUAUHTÉMOC,MORELOS III,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_BERTHA_DOMINGUEZ_09DJN0705M_09DJN0705M,3064,ACTIVO,,,,,,
21,21 PILARES JALALPA TEPITO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,2026-05-20 01:12:32.544,admin,2026-03-26,,INAUGURADA,100.0,JUAN HERNANDEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E610000017821C9430CF58C06B0E10CCD15F3340,https://maps.app.goo.gl/6PMkcETKqgjnjSBn7,ENCINAL S/N,ÁLVARO OBREGÓN,JALALPA TEPITO,PLATSOBSE_DGOIV_BALON_BARRIO_21_PILARES_JALALPA_TEPITO_21,2662,ACTIVO,,,,,,
23,23 PILARES MIGUEL GAONA ARMENTA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E6100000AE64C74620D058C08D614ED0265B3340,https://maps.app.goo.gl/hDxG8RCR9wNAaP7w7,"14 DE MARZO 13, SANTA LUCÍA, ÁLVARO OBREGÓN, 01509 CIUDAD DE MÉXICO, CDMX",ÁLVARO OBREGÓN,MIGUEL GAONA,PLATSOBSE_DGOIV_BALON_BARRIO_23_PILARES_MIGUEL_GAONA_ARMENTA_23,2673,ACTIVO,,,,,,
30,30 CANCHAS SANTO TOMAS,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL 7,1750.0,PASTO SINTETICO,,DGPEST,0101000020E610000099F5622827C858C09B38B9DFA16C3340,https://maps.app.goo.gl/XB2FSsGRyPUC1MCK9,"C. PUENTE SANTO TOMAS 20, LA MERCED, CENTRO, CUAUHTÉMOC, 06000 CIUDAD DE MÉXICO, CDMX",CUAUHTÉMOC,CENTRO,PLATSOBSE_DGOIV_BALON_BARRIO_30_CANCHAS_SANTO_TOMAS_30,2678,ACTIVO,,,,,,
76,76 DEPORTIVO PIRAÑA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,JUAN HERNANDEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E6100000C345EEE9EAC358C009168733BF4A3340,https://maps.app.goo.gl/rb7kBLVL49BCaPm57,"Col del Mar, Tláhuac, 13270 Ciudad de México, CDMX",TLÁHUAC,DEL MAR,PLATSOBSE_DGOIV_BALON_BARRIO_76_DEPORTIVO_PIRA_A_76,2693,ACTIVO,,,,,,
147,147 PALO ALTO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-13 18:31:34.264,actualizacion_dgpest,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E61000000A80F10C1AD058C048C153C895623340,https://maps.app.goo.gl/c7D5V9Pib8JyT4Jz5,"COOPERATIVA PALO ALTO, 05110 CIUDAD DE MÉXICO, CDMX",CUAJIMALPA DE MORELOS,COOPERATIVA PALO ALTO,PLATSOBSE_DGSUS_BALON_BARRIO_147_PALO_ALTO_147,2705,ACTIVO,,,,,,
09DES0069N,MARTIN V. GONZALEZ,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:13:53.083,actualizacion_dgcop,,,TERMINADO,100.0,JUAN HERNANDEZ,SECUNDARIA,,,,DGCOP,0101000020E610000024D236FE44C658C066136058FE643340,https://maps.app.goo.gl/5ENFKibrxVX81UQLA,BENITO JUAREZ,IZTACALCO,RAMOS MILLAN BRAMADERO I,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARTIN_V_GONZALEZ_09DES0069N_09DES0069N,3002,ACTIVO,,,,,,
141,141 CAMPAMENTO 2 DE OCTUBRE,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-20 17:37:30.820,actualizacion_dgpest,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E610000085251E5036C758C0B03907CF84623340,https://maps.app.goo.gl/esvanHKon3KwSjJV6,"AV. JUAN N. ÁLVAREZ CAMPAMENTO 2 DE OCTUBRE, IZTACALCO",IZTACALCO,CAMPAMENTO 2 DE OCTUBRE,PLATSOBSE_DGSUS_BALON_BARRIO_141_CAMPAMENTO_2_DE_OCTUBRE_141,2688,ACTIVO,,,,,,
27,27 PILARES ANTONIO HELGUERA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,2026-05-13 19:59:17.181,actualizacion_dgpest,2026-04-10,,INAUGURADA,100.0,JUAN HERNANDEZ,FUTBOL 7,1750.0,CONCRETO,,DGPEST,0101000020E6100000925CFE43FACB58C0799109F835623340,https://maps.app.goo.gl/26kzjSLttj8NPFWL8,"C. ANDREA DEL CASTAGNO S/N, ENTRE AV. REVOLUCIÓN Y CALLE MIGUEL ÁNGEL, NONOALCO, BENITO JUÁREZ, 03700 CIUDAD DE MÉXICO, CDMX",BENITO JUÁREZ,SANTA MARIA NONOALCO,PLATSOBSE_DGOIV_BALON_BARRIO_27_PILARES_ANTONIO_HELGUERA_27,2674,ACTIVO,,,,,,
32,32 DEPORTIVO ZENTLAPATL,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,2026-05-13 20:12:14.692,actualizacion_dgpest,2026-04-07,,INAUGURADA,100.0,JUAN HERNANDEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E61000003DF20703CFD358C082AD122C0E5B3340,https://maps.app.goo.gl/zL631rd9JqhAdGSW7,"ZENTLAPATL, CUAJIMALPA DE MORELOS, 05010 CIUDAD DE MÉXICO, CDMX",CUAJIMALPA DE MORELOS,AGUA BENDITA,PLATSOBSE_DGOIV_BALON_BARRIO_32_DEPORTIVO_ZENTLAPATL_32,2676,ACTIVO,,,,,,
77,77 DEPORTIVO CASA POPULAR,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,2026-05-13 20:21:16.195,actualizacion_dgpest,2026-03-31,,INAUGURADA,100.0,JUAN HERNANDEZ,FUTBOL 11,4050.0,PASTO SINTETICO,,DGPEST,0101000020E6100000CA15DEE522CE58C03411363CBD523340,https://maps.app.goo.gl/N6eDehTXjACoyGoc6,"Av. Luis Cabrera, San Jerónimo Lídice, La Magdalena Contreras, 10200 Ciudad de México, CDMX",LA MAGDALENA CONTRERAS,SAN JERONIMO LIDICE,PLATSOBSE_DGOIV_BALON_BARRIO_77_DEPORTIVO_CASA_POPULAR_77,2694,ACTIVO,,,,,,
89,"89 JARDIN ""SANTIAGO XICOTENCATL"" CANCHA 2",13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-13 20:23:03.003,actualizacion_dgpest,2026-04-14,,INAUGURADA,100.0,JUAN HERNANDEZ,FUTBOL 7,1750.0,PASTO SINTETICO,,DGPEST,0101000020E6100000494BE5ED08C958C0B515FBCBEE653340,https://maps.app.goo.gl/auzvp4swe6K4XKvv8,"ISABEL LA CATÓLICA 684, ÁLAMOS, BENITO JUÁREZ, 03400 CIUDAD DE MÉXICO, CDMX",BENITO JUÁREZ,ALAMOS,PLATSOBSE_DGSUS_BALON_BARRIO_89_JARDIN_SANTIAGO_XICOTENCATL_CANCHA_2_89,2699,ACTIVO,,,,,,
98,98 CANCHA PLAZA CIVICA DEL CARMEN,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,2026-05-20 01:20:20.611,admin,2026-03-30,,INAUGURADA,100.0,JUAN HERNANDEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E61000001A868F8829C558C090847D3B89703340,https://maps.app.goo.gl/tw8br4PJ5QSYUJD98,"DURANGO 135-149, PEÑÓN DE LOS BAÑOS, VENUSTIANO CARRANZA, 15520 CIUDAD DE MÉXICO, CDMX",VENUSTIANO CARRANZA,PUEBLO PENON DE LOS BANOS,PLATSOBSE_DGOT_BALON_BARRIO_98_CANCHA_PLAZA_CIVICA_DEL_CARMEN_98,2664,ACTIVO,,,,,,
130,130 KID AZTECA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-20 17:52:51.127,actualizacion_dgpest,,,TERMINADO,100.0,JUAN HERNANDEZ,FÚTBOL 7,600.0,PASTO SINTETICO,,DGPEST,0101000020E6100000D93D1E9F35C858C0F75965A6B4723340,https://maps.app.goo.gl/sc3bZhoCkGpjxAJW7,"Barras Tepito, Tepito, Morelos, Cuauhtémoc, 06200 Ciudad de México, CDMX",CUAUHTÉMOC,MORELOS,PLATSOBSE_DGSUS_BALON_BARRIO_130_KID_AZTECA_130,2709,ACTIVO,,,,,,
52,52 INSURGENTES Y MARTINELLI,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,2026-05-22 23:21:28.517,actualizacion_dgpest,2026-05-07,,INAUGURADA,100.0,JUAN HERNANDEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E61000003E7958A835C958C0B8B06EBC3B763340,https://maps.app.goo.gl/eGPxocXE7FaWbbzn8,"Eje 1 Pte, San Simón Tolnahuac, Cuauhtémoc, 06920 Ciudad de México, CDMX",CUAUHTÉMOC,SAN SIMON TOLNAHUAC,PLATSOBSE_DGOIV_BALON_BARRIO_52_INSURGENTES_Y_MARTINELLI_52,2687,ACTIVO,,,,,,
207,207 CANCHAS SANDALO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-27 19:15:42.501,actualizacion_dgpest,2026-05-25,,INAUGURADA,100.0,JUAN HERNANDEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E61000005396218E75C958C095490D6D00763340,https://maps.app.goo.gl/7NsnjGmNpt5oTAHC7,"SANTA MARÍA INSURGENTES, CUAUHTÉMOC, 06430 CIUDAD DE MÉXICO, CDMX",CUAUHTÉMOC,SANTA MARIA INSURGENTES,PLATSOBSE_DGCOP_BALON_BARRIO_207_CANCHAS_SANDALO_207,2735,ACTIVO,,,,,,
179,179 ACADEMIA TORTUGAS / EDUARDO MOLINA Y ESTAÑO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-13 18:18:04.710,actualizacion_dgpest,,,TERMINADO,100.0,JUAN HERNANDEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E6100000CC4065FCFBC658C0F165A208A9733340,https://maps.app.goo.gl/pDHiXdTmMdW4Tgbs6,"EDUARDO MOLINA ESQUINA ESTAÑO 20 de Noviembre, Venustiano Carranza, Ciudad de México, CDMX",VENUSTIANO CARRANZA,20 DE NOVIEMBRE,PLATSOBSE_DGCOP_BALON_BARRIO_179_ACADEMIA_TORTUGAS_EDUARDO_MOLINA_Y_ESTA_O_179,2728,ACTIVO,,,,,,
223,223 CENTRO DEPORTIVO TEPITO-MARACANA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL 11,4050.0,PASTO SINTETICO,,DGPEST,0101000020E6100000232D95B723C858C07BA2EBC20F723340,https://maps.app.goo.gl/JbdKS3WBmQrJYTZMA,"CARIDAD 1, TEPITO, MORELOS, CUAUHTÉMOC, 06200 CIUDAD DE MÉXICO, CDMX",CUAUHTÉMOC,MORELOS,PLATSOBSE_DGOT_BALON_BARRIO_223_CENTRO_DEPORTIVO_TEPITO_MARACANA_223,2739,ACTIVO,,,,,,
227,227 PARQUE EX HIPODROMO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,JUAN HERNANDEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E61000003ECBF3E0EEC858C0CAC0012D5D753340,https://maps.app.goo.gl/sukdL3wcdakTxxiNA,VALLEJO Y SAN SIMON,CUAUHTÉMOC,EX HIPODROMO DE PERALVILLO,PLATSOBSE_DGOT_BALON_BARRIO_227_PARQUE_EX_HIPODROMO_227,2740,ACTIVO,,,,,,
229,229 JARDIN ARTES GRAFICAS/CUAUHTEMOC,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL RAPIDO,1200.0,PASTO SINTETICO,,DGPEST,0101000020E61000004F75C8CD70C958C091D26C1E87693340,https://maps.app.goo.gl/wZrTBi3ERZFwQ32E6,"Dr. Andrade 173, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX",CUAUHTÉMOC,DOCTORES,PLATSOBSE_DGOT_BALON_BARRIO_229_JARDIN_ARTES_GRAFICAS_CUAUHTEMOC_229,2741,ACTIVO,,,,,,
09DPR1272M,JUAN DE MATA RIVERA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,JEFA DE GOBIERNO,2025,2026-06-10 16:35:20.541,actualizacion_dgcop,,,EN PROCESO,95.45,JUAN HERNANDEZ,PRIMARIA,,,,DGCOP,0101000020E6100000938FDD054AC458C0302B14E97E4E3340,https://maps.app.goo.gl/ZTzctnVuB2omSxFT9,AV. TLAHUAC KM. 18.5,IZTAPALAPA,EL ROSARIO,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_JUAN_DE_MATA_RIVERA_09DPR1272M_09DPR1272M,2860,ACTIVO,,,,,,
177,177 TORRE 14 FUTBOL CALLE 2A CDA AV 605,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-20 17:41:09.668,actualizacion_dgpest,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL RAPIDO,1200.0,PASTO SINTETICO,,DGPEST,0101000020E61000008D976E1283C458C027A435069D743340,https://maps.app.goo.gl/y1nEqjhHtYHobKP16,"2a. 605, San Juan de Aragón III Secc, Gustavo A. Madero, 07970 Ciudad de México, CDMX",GUSTAVO A. MADERO,SAN JUAN DE ARAGON,PLATSOBSE_DGCOP_BALON_BARRIO_177_TORRE_14_FUTBOL_CALLE_2A_CDA_AV_605_177,2726,ACTIVO,,,,,,
205,205 PILARES BUENAVISTA (PARQUE ABASOLO) 2,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-13 19:24:47.566,actualizacion_dgpest,2026-04-02,,INAUGURADA,100.0,JUAN HERNANDEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E61000003EEDF0D764C958C0EB8D5A61FA723340,https://maps.app.goo.gl/VRTStgnif3U2UEH6A,EJE 1 PONIENTE GUERRERO S/N,CUAUHTÉMOC,BUENAVISTA,PLATSOBSE_DGCOP_BALON_BARRIO_205_PILARES_BUENAVISTA_PARQUE_ABASOLO_2_205,2732,ACTIVO,,,,,,
232,232 CANCHA PARQUE JOSE CASTILLO FARRERAS,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,2026-05-13 19:28:28.540,actualizacion_dgpest,2026-04-12,,INAUGURADA,100.0,JUAN HERNANDEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E61000002E73BA2C26C658C0DF6DDE3829703340,https://maps.app.goo.gl/5eA3YnEMUwmLh4xG7,"AV. DE LA INDUSTRIA 260, MOCTEZUMA 2DA SECC, VENUSTIANO CARRANZA, 15530 CIUDAD DE MÉXICO, CDMX",VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION,PLATSOBSE_DGOT_BALON_BARRIO_232_CANCHA_PARQUE_JOSE_CASTILLO_FARRERAS_232,2742,ACTIVO,,,,,,
219,219 UTOPIA EDUARDO MOLINA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-20 17:50:09.302,actualizacion_dgpest,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL 11,4050.0,PASTO SINTETICO,PRESUPUESTO UTOPIAS,DGPEST,0101000020E6100000E5D5390664C758C0BB29E5B512723340,https://maps.app.goo.gl/1m3ERzcQ6o98oo8W8,"24 DE ABRIL 67, 20 DE NOVIEMBRE, VENUSTIANO CARRANZA, 15260 CIUDAD DE MÉXICO, CDMX",VENUSTIANO CARRANZA,AMPLIACION 20 DE NOVIEMBRE,PLATSOBSE_DGCOP_BALON_BARRIO_219_UTOPIA_EDUARDO_MOLINA_219,2737,ACTIVO,,,,,,
220,220 UTOPIA EDUARDO MOLINA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-20 17:59:05.748,actualizacion_dgpest,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL 11,4050.0,PASTO SINTETICO,PRESUPUESTO UTOPIAS,DGPEST,0101000020E6100000CC457C2766C758C036CD3B4ED1713340,https://maps.app.goo.gl/T751pDe1u9niyxZG6,"24 DE ABRIL 67, 20 DE NOVIEMBRE, VENUSTIANO CARRANZA, 15260 CIUDAD DE MÉXICO, CDMX",VENUSTIANO CARRANZA,AMPLIACION 20 DE NOVIEMBRE,PLATSOBSE_DGCOP_BALON_BARRIO_220_UTOPIA_EDUARDO_MOLINA_220,2738,ACTIVO,,,,,,
243,243 PARQUE CALLES,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,2026-05-13 19:30:46.961,actualizacion_dgpest,2026-04-18,,INAUGURADA,100.0,JUAN HERNANDEZ,FUTBOL 7,1750.0,PASTO SINTETICO,,DGPEST,0101000020E61000008BBA206CC2C758C0FF1DF6E747743340,https://maps.app.goo.gl/uZ7er7P4NY7UdnUT9,"Juegos Infantiles ""Parque Calles 2""', Popular Rastro, Venustiano Carranza, 15220 Ciudad de México, CDMX",VENUSTIANO CARRANZA,POPULAR RASTRO,PLATSOBSE_DGOT_BALON_BARRIO_243_PARQUE_CALLES_243,2747,ACTIVO,,,,,,
266,266 XOTEPINGO/COY,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGPEST,OBRAS DEL MUNDIAL,2026,2026-05-13 19:57:59.365,actualizacion_dgpest,2026-04-07,,INAUGURADA,100.0,JUAN HERNANDEZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E6100000FAB31F2922C958C09BC761307F553340,https://maps.app.goo.gl/LjTQD1xjjhoyGLb89,"Av. Xotepingo s/n, Cd Jardín, Coyoacán, 04370 Ciudad de México, CDMX",COYOACÁN,XOTEPINGO,PLATSOBSE_DGPEST_BALON_BARRIO_266_XOTEPINGO_COY_266,2753,ACTIVO,,,,,,
09DJN0983O,CALNAHUAC,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,2026-05-20 17:27:37.582,actualizacion_ilife,,,TERMINADO,100.0,JUAN HERNANDEZ,PREESCOLAR,,,,ILIFE,0101000020E610000064863881D1C158C0A043939FC2303340,"https://www.google.com/maps/place/Jard%C3%ADn+de+Ni%C3%B1os+Calnahuac/@19.1905152,-99.0287775,18.69z/data=!4m6!3m5!1s0x85ce053b45f584d3:0xf36b991d90da9210!8m2!3d19.190386!4d-99.0284352!16s%2Fg%2F11dxckhlyj?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D",COLIMA PTE 22,MILPA ALTA,VILLA MILPA ALTA (PBLO),PLATSOBSE_ILIFE_1_2_3_ESCUELAS_CALNAHUAC_09DJN0983O_09DJN0983O,3027,ACTIVO,,,,,,
09DES0054L,REPUBLICA DE BOLIVIA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,PLANTEL ADICIONAL 2025,2025,,,,,TERMINADO,100.0,JUAN HERNANDEZ,SECUNDARIA,,,,ILIFE,0101000020E610000000560ECEC5CB58C0F0B09C1D967B3340,https://maps.app.goo.gl/rjbQFerAbb4rUgnz5,JERUSALEN SN,AZCAPOTZALCO,CENTRO DE AZCAPOTZALCO,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_REPUBLICA_DE_BOLIVIA_09DES0054L_09DES0054L,3030,ACTIVO,,,,,,
12,BRAMADERO,,ECONOMIA,OBRAS QUE TRANSFORMAN LA ECONOMIA LOCAL Y FOMENTAN EL EMPLEO,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),CAP_LLUVIA_MERC,DGCOP,GABINETE,2025,,,,,TERMINADO,100.0,JUAN HERNANDEZ,MERCADO,,,,DGCOP,0101000020E6100000622CD32F11C658C0876D8B321B643340,https://maps.app.goo.gl/CYaa4XdSHK6AWGwbA,ORIENTE 110,IZTACALCO,RAMOS MILLAN BRAMADERO I,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_BRAMADERO_12,3112,ACTIVO,,,,,,
09DST0072T,ESCUELA SECUNDARIA TECNICA 72,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,SECTEI,2025,,,,,TERMINADO,100.0,JUAN HERNANDEZ,SECUNDARIA,,,,ILIFE,0101000020E6100000D093C88DF4D058C0804D9AB0604F3340,"https://www.google.com/maps/place/Escuela+Secundaria+T%C3%A9cnica+N%C2%B0+72/@19.3099116,-99.2656945,19.5z/data=!4m10!1m2!2m1!1sSECUNDARIA+TECNICA+72!3m6!1s0x85cdff479f0f7615:0x5ed2873a1152cf62!8m2!3d19.31005!4d-99.2649372!15sChVTRUNVTkRBUklBIFRFQ05JQ0Eg",CALLE DE LA PARCELA SN,LA MAGDALENA CONTRERAS,LOMAS DE SAN BERNABE,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TECNICA_72_09DST0072T_09DST0072T,3035,ACTIVO,,,,,,
