id,clave_unica,nombre_obra,programa,dg,accion,concepto,cantidad,unidad,usuario_actualizacion,fecha_captura,usuario_edicion,fecha_edicion,tipo_alcance
4362,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GILBERTO_BORJA_NAVARRETE_09DES0282F_09DES0282F,GILBERTO BORJA NAVARRETE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,NUCLEOS SANITARIOS,39.0,m²,actualizacion_dgcop,2026-06-06 19:02:51.119,,,SIN CLASIFICAR
4363,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GILBERTO_BORJA_NAVARRETE_09DES0282F_09DES0282F,GILBERTO BORJA NAVARRETE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,MURO PERIMETRAL,45.0,m²,actualizacion_dgcop,2026-06-06 19:02:51.243,,,SIN CLASIFICAR
4364,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GILBERTO_BORJA_NAVARRETE_09DES0282F_09DES0282F,GILBERTO BORJA NAVARRETE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,PISOS EN ANDADORES O PATIOS,48.0,m²,actualizacion_dgcop,2026-06-06 19:02:51.365,,,SIN CLASIFICAR
4365,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GILBERTO_BORJA_NAVARRETE_09DES0282F_09DES0282F,GILBERTO BORJA NAVARRETE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,CANCELERIA Y HERRERIA,9.0,m²,actualizacion_dgcop,2026-06-06 19:02:51.488,,,SIN CLASIFICAR
4366,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GILBERTO_BORJA_NAVARRETE_09DES0282F_09DES0282F,GILBERTO BORJA NAVARRETE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,PISOS CERAMICOS,39.0,m²,actualizacion_dgcop,2026-06-06 19:02:51.613,,,SIN CLASIFICAR
4367,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GILBERTO_BORJA_NAVARRETE_09DES0282F_09DES0282F,GILBERTO BORJA NAVARRETE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,APLICACIÓN,"PINTURA EN FACHADA, EDIFICIOS Y AULAS",45.0,m²,actualizacion_dgcop,2026-06-06 19:02:51.736,,,SIN CLASIFICAR
4368,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GILBERTO_BORJA_NAVARRETE_09DES0282F_09DES0282F,GILBERTO BORJA NAVARRETE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,AULA MIXTLI,1.0,AULA (S),actualizacion_dgcop,2026-06-06 19:02:51.859,,,SIN CLASIFICAR
4369,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GILBERTO_BORJA_NAVARRETE_09DES0282F_09DES0282F,GILBERTO BORJA NAVARRETE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,AULA MIXTLI,76.0,m²,actualizacion_dgcop,2026-06-06 19:02:51.979,,,SIN CLASIFICAR
4370,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GILBERTO_BORJA_NAVARRETE_09DES0282F_09DES0282F,GILBERTO BORJA NAVARRETE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,8.0,BURLADERO (S),actualizacion_dgcop,2026-06-06 19:02:52.100,,,SIN CLASIFICAR
4789,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JAIME_NUNO_09DPR2532P_09DPR2532P,JAIME NUNO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",ILIFE,COLOCACIÓN,MUEBLE SANITARIO,2.0,PZA,actualizacion_ilife,2026-06-08 21:15:29.299,,,SIN CLASIFICAR
4371,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GILBERTO_BORJA_NAVARRETE_09DES0282F_09DES0282F,GILBERTO BORJA NAVARRETE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,12.0,ml,actualizacion_dgcop,2026-06-06 19:02:52.224,,,SIN CLASIFICAR
4372,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARCELINO_MENENDEZ_Y_PELAYO_09DES0056J_09DES0056J,MARCELINO MENENDEZ Y PELAYO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,NUCLEOS SANITARIOS,26.0,NUCLEO (S),actualizacion_dgcop,2026-06-06 19:04:50.889,,,SIN CLASIFICAR
4373,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARCELINO_MENENDEZ_Y_PELAYO_09DES0056J_09DES0056J,MARCELINO MENENDEZ Y PELAYO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,NUCLEOS SANITARIOS,50.0,m²,actualizacion_dgcop,2026-06-06 19:04:50.971,,,SIN CLASIFICAR
4374,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARCELINO_MENENDEZ_Y_PELAYO_09DES0056J_09DES0056J,MARCELINO MENENDEZ Y PELAYO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,INSTALACION ELECTRICA,1.0,ESCUELA (S),actualizacion_dgcop,2026-06-06 19:04:51.052,,,SIN CLASIFICAR
4375,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARCELINO_MENENDEZ_Y_PELAYO_09DES0056J_09DES0056J,MARCELINO MENENDEZ Y PELAYO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,PISOS CERAMICOS,629.0,m²,actualizacion_dgcop,2026-06-06 19:04:51.133,,,SIN CLASIFICAR
4376,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARCELINO_MENENDEZ_Y_PELAYO_09DES0056J_09DES0056J,MARCELINO MENENDEZ Y PELAYO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,APLICACIÓN,"PINTURA EN FACHADA, EDIFICIOS Y AULAS",412.0,m²,actualizacion_dgcop,2026-06-06 19:04:51.226,,,SIN CLASIFICAR
4377,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARCELINO_MENENDEZ_Y_PELAYO_09DES0056J_09DES0056J,MARCELINO MENENDEZ Y PELAYO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,APLICACIÓN,PINTURA EN HERRERIA,34.0,m²,actualizacion_dgcop,2026-06-06 19:04:51.325,,,SIN CLASIFICAR
4378,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARCELINO_MENENDEZ_Y_PELAYO_09DES0056J_09DES0056J,MARCELINO MENENDEZ Y PELAYO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,8.0,BURLADERO (S),actualizacion_dgcop,2026-06-06 19:04:51.408,,,SIN CLASIFICAR
4379,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARCELINO_MENENDEZ_Y_PELAYO_09DES0056J_09DES0056J,MARCELINO MENENDEZ Y PELAYO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,12.0,ml,actualizacion_dgcop,2026-06-06 19:04:51.489,,,SIN CLASIFICAR
4380,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARCELINO_MENENDEZ_Y_PELAYO_09DES0056J_09DES0056J,MARCELINO MENENDEZ Y PELAYO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,LUMINARIA NUEVA 100 W,27.0,LUMINARIA (S),actualizacion_dgcop,2026-06-06 19:04:51.574,,,SIN CLASIFICAR
4381,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARCELINO_MENENDEZ_Y_PELAYO_09DES0056J_09DES0056J,MARCELINO MENENDEZ Y PELAYO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,POSTE DE LAS INFANCIAS,1.0,POSTE (S),actualizacion_dgcop,2026-06-06 19:04:51.657,,,SIN CLASIFICAR
4382,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARGARITA_MAZA_DE_JUAREZ_09DES0099H_09DES0099H,MARGARITA MAZA DE JUAREZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,NUCLEOS SANITARIOS,1.0,NUCLEO (S),actualizacion_dgcop,2026-06-06 19:06:33.130,,,SIN CLASIFICAR
4383,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARGARITA_MAZA_DE_JUAREZ_09DES0099H_09DES0099H,MARGARITA MAZA DE JUAREZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,NUCLEOS SANITARIOS,54.0,m²,actualizacion_dgcop,2026-06-06 19:06:33.215,,,SIN CLASIFICAR
4384,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARGARITA_MAZA_DE_JUAREZ_09DES0099H_09DES0099H,MARGARITA MAZA DE JUAREZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,8.0,BURLADERO (S),actualizacion_dgcop,2026-06-06 19:06:33.295,,,SIN CLASIFICAR
4385,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MARGARITA_MAZA_DE_JUAREZ_09DES0099H_09DES0099H,MARGARITA MAZA DE JUAREZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,12.0,ml,actualizacion_dgcop,2026-06-06 19:06:33.376,,,SIN CLASIFICAR
4386,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MAURITANIA_09DPR2233R_09DPR2233R,MAURITANIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,INSTALACION HIDROSANITARIA,1.0,ESCUELA (S),actualizacion_dgcop,2026-06-06 19:08:45.561,,,SIN CLASIFICAR
4387,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MAURITANIA_09DPR2233R_09DPR2233R,MAURITANIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,CONSTRUCCIÓN,CUBIERTA EN PATIO,1.0,CUBIERTA (S),actualizacion_dgcop,2026-06-06 19:08:45.645,,,SIN CLASIFICAR
4388,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MAURITANIA_09DPR2233R_09DPR2233R,MAURITANIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,CONSTRUCCIÓN,CUBIERTA EN PATIO,178.0,m²,actualizacion_dgcop,2026-06-06 19:08:46.517,,,SIN CLASIFICAR
4389,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MAURITANIA_09DPR2233R_09DPR2233R,MAURITANIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,APLICACIÓN,"PINTURA EN FACHADA, EDIFICIOS Y AULAS",1362.0,m²,actualizacion_dgcop,2026-06-06 19:08:46.804,,,SIN CLASIFICAR
4390,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MAURITANIA_09DPR2233R_09DPR2233R,MAURITANIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,AULA MIXTLI,1.0,AULA (S),actualizacion_dgcop,2026-06-06 19:08:46.909,,,SIN CLASIFICAR
4391,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MAURITANIA_09DPR2233R_09DPR2233R,MAURITANIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,AULA MIXTLI,99.0,m²,actualizacion_dgcop,2026-06-06 19:08:47.001,,,SIN CLASIFICAR
4392,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MAURITANIA_09DPR2233R_09DPR2233R,MAURITANIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,ESCALERA DE EMERGENCIAS,1.0,ESCALERA (S),actualizacion_dgcop,2026-06-06 19:08:47.084,,,SIN CLASIFICAR
4393,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MAURITANIA_09DPR2233R_09DPR2233R,MAURITANIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,ESCALERA DE EMERGENCIAS,3.0,m²,actualizacion_dgcop,2026-06-06 19:08:47.165,,,SIN CLASIFICAR
4394,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_CESAREO_CASTRO_09DJN0706L_09DJN0706L,GRAL. CESAREO CASTRO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,NUCLEOS SANITARIOS,4.0,NUCLEO (S),actualizacion_dgcop,2026-06-06 19:10:06.480,,,SIN CLASIFICAR
4395,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_CESAREO_CASTRO_09DJN0706L_09DJN0706L,GRAL. CESAREO CASTRO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,NUCLEOS SANITARIOS,82.0,m²,actualizacion_dgcop,2026-06-06 19:10:06.601,,,SIN CLASIFICAR
4396,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_CESAREO_CASTRO_09DJN0706L_09DJN0706L,GRAL. CESAREO CASTRO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,INSTALACION ELECTRICA,1.0,ESCUELA (S),actualizacion_dgcop,2026-06-06 19:10:06.724,,,SIN CLASIFICAR
4397,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_CESAREO_CASTRO_09DJN0706L_09DJN0706L,GRAL. CESAREO CASTRO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,PISOS EN ANDADORES O PATIOS,43.0,m²,actualizacion_dgcop,2026-06-06 19:10:06.847,,,SIN CLASIFICAR
4398,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_CESAREO_CASTRO_09DJN0706L_09DJN0706L,GRAL. CESAREO CASTRO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,CANCELERIA Y HERRERIA,63.0,m²,actualizacion_dgcop,2026-06-06 19:10:06.970,,,SIN CLASIFICAR
4399,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_CESAREO_CASTRO_09DJN0706L_09DJN0706L,GRAL. CESAREO CASTRO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,APLICACIÓN,"PINTURA EN FACHADA, EDIFICIOS Y AULAS",2376.0,m²,actualizacion_dgcop,2026-06-06 19:10:07.100,,,SIN CLASIFICAR
4400,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_CESAREO_CASTRO_09DJN0706L_09DJN0706L,GRAL. CESAREO CASTRO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,APLICACIÓN,PINTURA EN HERRERIA,440.0,m²,actualizacion_dgcop,2026-06-06 19:10:07.224,,,SIN CLASIFICAR
4401,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_CESAREO_CASTRO_09DJN0706L_09DJN0706L,GRAL. CESAREO CASTRO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,ESCALERA DE EMERGENCIAS,1.0,ESCALERA (S),actualizacion_dgcop,2026-06-06 19:10:07.345,,,SIN CLASIFICAR
4402,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_CESAREO_CASTRO_09DJN0706L_09DJN0706L,GRAL. CESAREO CASTRO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,ESCALERA DE EMERGENCIAS,95.0,m²,actualizacion_dgcop,2026-06-06 19:10:07.469,,,SIN CLASIFICAR
4403,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_CESAREO_CASTRO_09DJN0706L_09DJN0706L,GRAL. CESAREO CASTRO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,6.0,BURLADERO (S),actualizacion_dgcop,2026-06-06 19:10:07.590,,,SIN CLASIFICAR
4404,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_CESAREO_CASTRO_09DJN0706L_09DJN0706L,GRAL. CESAREO CASTRO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,9.0,ml,actualizacion_dgcop,2026-06-06 19:10:07.715,,,SIN CLASIFICAR
4405,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MEXITLI_09DJN0067F_09DJN0067F,MEXITLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,NUCLEOS SANITARIOS,1.0,NUCLEO (S),actualizacion_dgcop,2026-06-06 19:12:06.449,,,SIN CLASIFICAR
4406,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MEXITLI_09DJN0067F_09DJN0067F,MEXITLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,NUCLEOS SANITARIOS,48.0,m²,actualizacion_dgcop,2026-06-06 19:12:06.534,,,SIN CLASIFICAR
4407,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MEXITLI_09DJN0067F_09DJN0067F,MEXITLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,INSTALACION HIDROSANITARIA,1.0,ESCUELA (S),actualizacion_dgcop,2026-06-06 19:12:06.623,,,SIN CLASIFICAR
4408,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MEXITLI_09DJN0067F_09DJN0067F,MEXITLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,INSTALACION ELECTRICA,1.0,ESCUELA (S),actualizacion_dgcop,2026-06-06 19:12:06.701,,,SIN CLASIFICAR
4409,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MEXITLI_09DJN0067F_09DJN0067F,MEXITLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,APLICACIÓN,IMPERMEABILIZACION,748.0,m²,actualizacion_dgcop,2026-06-06 19:12:06.900,,,SIN CLASIFICAR
4410,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MEXITLI_09DJN0067F_09DJN0067F,MEXITLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,PISOS CERAMICOS,2.0,m²,actualizacion_dgcop,2026-06-06 19:12:06.983,,,SIN CLASIFICAR
4411,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MEXITLI_09DJN0067F_09DJN0067F,MEXITLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,APLICACIÓN,"PINTURA EN FACHADA, EDIFICIOS Y AULAS",1316.0,m²,actualizacion_dgcop,2026-06-06 19:12:07.062,,,SIN CLASIFICAR
4412,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MEXITLI_09DJN0067F_09DJN0067F,MEXITLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,1.0,BURLADERO (S),actualizacion_dgcop,2026-06-06 19:12:07.148,,,SIN CLASIFICAR
4413,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MEXITLI_09DJN0067F_09DJN0067F,MEXITLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,8.0,ml,actualizacion_dgcop,2026-06-06 19:12:07.239,,,SIN CLASIFICAR
4414,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MEXITLI_09DJN0067F_09DJN0067F,MEXITLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,LUMINARIA NUEVA 100 W,62.0,LUMINARIA (S),actualizacion_dgcop,2026-06-06 19:12:07.319,,,SIN CLASIFICAR
4415,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_FRANCISCO_VILLA_09DPR3030C_09DPR3030C,GRAL. FRANCISCO VILLA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,PISOS EN ANDADORES O PATIOS,120.0,m²,actualizacion_dgcop,2026-06-06 19:12:45.000,,,SIN CLASIFICAR
4416,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_FRANCISCO_VILLA_09DPR3030C_09DPR3030C,GRAL. FRANCISCO VILLA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,APLICACIÓN,"PINTURA EN FACHADA, EDIFICIOS Y AULAS",7588.0,m²,actualizacion_dgcop,2026-06-06 19:12:45.122,,,SIN CLASIFICAR
4417,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_FRANCISCO_VILLA_09DPR3030C_09DPR3030C,GRAL. FRANCISCO VILLA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,8.0,BURLADERO (S),actualizacion_dgcop,2026-06-06 19:12:45.245,,,SIN CLASIFICAR
4418,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_FRANCISCO_VILLA_09DPR3030C_09DPR3030C,GRAL. FRANCISCO VILLA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,12.0,ml,actualizacion_dgcop,2026-06-06 19:12:45.368,,,SIN CLASIFICAR
4419,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_FRANCISCO_VILLA_09DPR3030C_09DPR3030C,GRAL. FRANCISCO VILLA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,MALLA CICLONICA,365.0,ml,actualizacion_dgcop,2026-06-06 19:12:45.489,,,SIN CLASIFICAR
4420,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_JUAN_DE_LA_LUZ_ENRIQUEZ_09DPR1080X_09DPR1080X,GRAL. JUAN DE LA LUZ ENRIQUEZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,INSTALACION ELECTRICA,1.0,ESCUELA (S),actualizacion_dgcop,2026-06-06 19:17:42.099,,,SIN CLASIFICAR
4421,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_JUAN_DE_LA_LUZ_ENRIQUEZ_09DPR1080X_09DPR1080X,GRAL. JUAN DE LA LUZ ENRIQUEZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,APLICACIÓN,IMPERMEABILIZACION,1000.0,m²,actualizacion_dgcop,2026-06-06 19:17:42.227,,,SIN CLASIFICAR
4422,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_JUAN_DE_LA_LUZ_ENRIQUEZ_09DPR1080X_09DPR1080X,GRAL. JUAN DE LA LUZ ENRIQUEZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,PISOS CERAMICOS,299.0,m²,actualizacion_dgcop,2026-06-06 19:17:42.352,,,SIN CLASIFICAR
4423,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_JUAN_DE_LA_LUZ_ENRIQUEZ_09DPR1080X_09DPR1080X,GRAL. JUAN DE LA LUZ ENRIQUEZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,5.0,BURLADERO (S),actualizacion_dgcop,2026-06-06 19:17:42.475,,,SIN CLASIFICAR
4424,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_JUAN_DE_LA_LUZ_ENRIQUEZ_09DPR1080X_09DPR1080X,GRAL. JUAN DE LA LUZ ENRIQUEZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,BURLADERO,10.0,ml,actualizacion_dgcop,2026-06-06 19:17:42.594,,,SIN CLASIFICAR
4425,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_JUAN_DE_LA_LUZ_ENRIQUEZ_09DPR1080X_09DPR1080X,GRAL. JUAN DE LA LUZ ENRIQUEZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,LUMINARIA NUEVA 100 W,230.0,LUMINARIA (S),actualizacion_dgcop,2026-06-06 19:17:42.729,,,SIN CLASIFICAR
4426,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_MIGUEL_ALEMAN_09DPR2406S_09DPR2406S,GRAL. MIGUEL ALEMAN,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,INSTALACIÓN,INSTALACION ELECTRICA,1.0,ESCUELA (S),actualizacion_dgcop,2026-06-06 19:20:53.297,,,SIN CLASIFICAR
4427,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_MIGUEL_ALEMAN_09DPR2406S_09DPR2406S,GRAL. MIGUEL ALEMAN,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,MURO PERIMETRAL,106.0,m²,actualizacion_dgcop,2026-06-06 19:20:53.422,,,SIN CLASIFICAR
4428,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_MIGUEL_ALEMAN_09DPR2406S_09DPR2406S,GRAL. MIGUEL ALEMAN,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,CONSTRUCCIÓN,CUBIERTA EN PATIO,1.0,CUBIERTA (S),actualizacion_dgcop,2026-06-06 19:20:53.545,,,SIN CLASIFICAR
4429,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_MIGUEL_ALEMAN_09DPR2406S_09DPR2406S,GRAL. MIGUEL ALEMAN,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,CONSTRUCCIÓN,CUBIERTA EN PATIO,258.0,m²,actualizacion_dgcop,2026-06-06 19:20:53.667,,,SIN CLASIFICAR
4430,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_MIGUEL_ALEMAN_09DPR2406S_09DPR2406S,GRAL. MIGUEL ALEMAN,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",DGCOP,REHABILITACIÓN,PISOS EN ANDADORES O PATIOS,33.0,m²,actualizacion_dgcop,2026-06-06 19:20:53.792,,,SIN CLASIFICAR
